gameId,playId,nflId,frameId,time,jerseyNumber,team,playDirection,x,y,s,a,dis,o,dir,event
2021103111,1185,35441,75,10/31/2021 21:11,93,TB,right,20.94,29.89,4.43,1.73,0.45,46.26,33.28,None
2021103111,1185,35441,76,10/31/2021 21:11,93,TB,right,21.18,30.27,4.36,1.76,0.45,47.05,31.89,None
2021103111,1185,35441,77,10/31/2021 21:11,93,TB,right,21.4,30.65,4.28,1.9,0.44,48.84,30.7,first_contact
2021103111,1185,35441,78,10/31/2021 21:11,93,TB,right,21.63,31.03,4.23,1.82,0.44,58.06,29.86,None
2021103111,1185,35441,79,10/31/2021 21:11,93,TB,right,21.83,31.41,4.2,1.77,0.44,52.08,28.22,None
2021103111,1185,35454,1,10/31/2021 21:11,90,TB,right,19.8,24.49,0.05,0.34,0.01,298.42,47.57,None
2021103111,1185,35454,2,10/31/2021 21:11,90,TB,right,19.8,24.5,0.09,0.38,0.01,298.42,347.24,None
2021103111,1185,35454,3,10/31/2021 21:11,90,TB,right,19.79,24.51,0.1,0.31,0.01,298.42,315.18,None
2021103111,1185,35454,4,10/31/2021 21:11,90,TB,right,19.78,24.52,0.14,0.22,0.01,298.42,308.1,None
2021103111,1185,35454,5,10/31/2021 21:11,90,TB,right,19.77,24.53,0.16,0.14,0.02,296.92,311.59,None
2021103111,1185,35454,6,10/31/2021 21:11,90,TB,right,19.75,24.54,0.19,0.09,0.02,296.92,305.45,ball_snap
2021103111,1185,35454,7,10/31/2021 21:11,90,TB,right,19.71,24.55,0.25,0.17,0.04,295.65,291.57,autoevent_ballsnap
2021103111,1185,35454,8,10/31/2021 21:11,90,TB,right,19.65,24.55,0.39,0.52,0.06,291.97,279.09,None
2021103111,1185,35454,9,10/31/2021 21:11,90,TB,right,19.58,24.56,0.59,0.91,0.07,291.97,276.24,None
2021103111,1185,35454,10,10/31/2021 21:11,90,TB,right,19.48,24.58,0.89,1.52,0.1,291.97,279.91,None
2021103111,1185,35454,11,10/31/2021 21:11,90,TB,right,19.33,24.6,1.3,1.99,0.14,290.48,278.83,None
2021103111,1185,35454,12,10/31/2021 21:11,90,TB,right,19.15,24.63,1.74,2.14,0.18,284.52,278.73,None
2021103111,1185,35454,13,10/31/2021 21:11,90,TB,right,18.93,24.66,2.14,1.96,0.22,286.47,278.41,None
2021103111,1185,35454,14,10/31/2021 21:11,90,TB,right,18.71,24.69,2.35,1.46,0.23,288.31,277.54,None
2021103111,1185,35454,15,10/31/2021 21:11,90,TB,right,18.43,24.74,2.63,1.06,0.28,290.01,279.19,None
2021103111,1185,35454,16,10/31/2021 21:11,90,TB,right,18.15,24.81,2.84,0.73,0.3,288.89,280.89,None
2021103111,1185,35454,17,10/31/2021 21:11,90,TB,right,17.84,24.87,2.98,0.26,0.31,287.22,281.28,None
2021103111,1185,35454,18,10/31/2021 21:11,90,TB,right,17.5,24.93,3.17,0.18,0.34,290.48,281.21,None
2021103111,1185,35454,19,10/31/2021 21:11,90,TB,right,17.17,25,3.24,0.46,0.34,290.48,281.76,None
2021103111,1185,35454,20,10/31/2021 21:11,90,TB,right,16.83,25.07,3.32,0.21,0.34,291.72,281.86,None
2021103111,1185,35454,21,10/31/2021 21:11,90,TB,right,16.5,25.15,3.37,0.43,0.35,294.51,282.78,None
2021103111,1185,35454,22,10/31/2021 21:11,90,TB,right,16.14,25.22,3.47,0.53,0.36,300.62,281.53,None
2021103111,1185,35454,23,10/31/2021 21:11,90,TB,right,15.79,25.29,3.5,0.69,0.36,303.6,281.55,None
2021103111,1185,35454,24,10/31/2021 21:11,90,TB,right,15.43,25.36,3.49,0.94,0.36,307.31,281.68,None
2021103111,1185,35454,25,10/31/2021 21:11,90,TB,right,15.08,25.44,3.47,1.12,0.36,311.93,281.82,None
2021103111,1185,35454,26,10/31/2021 21:11,90,TB,right,14.75,25.51,3.36,1.42,0.34,313.2,282.07,None
2021103111,1185,35454,27,10/31/2021 21:11,90,TB,right,14.41,25.59,3.33,1.36,0.35,318.99,282.9,None
2021103111,1185,35454,28,10/31/2021 21:11,90,TB,right,14.08,25.67,3.26,1.48,0.34,324.36,283.74,None
2021103111,1185,35454,29,10/31/2021 21:11,90,TB,right,13.78,25.77,3.07,1.85,0.31,325.98,286.6,None
2021103111,1185,35454,30,10/31/2021 21:11,90,TB,right,13.53,25.9,2.81,2.29,0.28,320.06,292.25,None
2021103111,1185,35454,31,10/31/2021 21:11,90,TB,right,13.29,26.02,2.58,2.51,0.27,317.77,296.65,None
2021103111,1185,35454,32,10/31/2021 21:11,90,TB,right,13.1,26.15,2.31,3,0.24,314.51,303.41,None
2021103111,1185,35454,33,10/31/2021 21:11,90,TB,right,12.94,26.29,2.03,3.22,0.21,312.05,312.32,None
2021103111,1185,35454,34,10/31/2021 21:11,90,TB,right,12.83,26.45,1.86,3.15,0.19,307.83,324.87,None
2021103111,1185,35454,35,10/31/2021 21:11,90,TB,right,12.74,26.6,1.7,2.88,0.17,305.09,335.25,None
2021103111,1185,35454,36,10/31/2021 21:11,90,TB,right,12.7,26.75,1.55,2.61,0.15,303.31,347.08,None
2021103111,1185,35454,37,10/31/2021 21:11,90,TB,right,12.7,26.9,1.51,2.57,0.15,302.49,359.77,None
2021103111,1185,35454,38,10/31/2021 21:11,90,TB,right,12.72,27.04,1.41,2.22,0.14,301.85,11.16,None
2021103111,1185,35454,39,10/31/2021 21:11,90,TB,right,12.76,27.18,1.41,1.81,0.15,301.85,19.59,None
2021103111,1185,35454,40,10/31/2021 21:11,90,TB,right,12.82,27.29,1.3,1.78,0.12,299.51,30.68,None
2021103111,1185,35454,41,10/31/2021 21:11,90,TB,right,12.9,27.36,1.14,1.94,0.11,299.51,43.88,None
2021103111,1185,35454,42,10/31/2021 21:11,90,TB,right,12.97,27.41,0.94,2.03,0.09,297.26,56.34,None
2021103111,1185,35454,43,10/31/2021 21:11,90,TB,right,13.01,27.42,0.62,2.34,0.04,295.9,75.92,None
2021103111,1185,35454,44,10/31/2021 21:11,90,TB,right,13.05,27.41,0.45,2.34,0.04,293.97,111.44,None
2021103111,1185,35454,45,10/31/2021 21:11,90,TB,right,13.08,27.39,0.44,2.26,0.04,291.67,139.88,None
2021103111,1185,35454,46,10/31/2021 21:11,90,TB,right,13.09,27.35,0.46,1.9,0.04,291.67,169.46,None
2021103111,1185,35454,47,10/31/2021 21:11,90,TB,right,13.09,27.3,0.56,1.45,0.05,290.75,185.12,None
2021103111,1185,35454,48,10/31/2021 21:11,90,TB,right,13.08,27.24,0.66,1.06,0.06,292.14,195.42,None
2021103111,1185,35454,49,10/31/2021 21:11,90,TB,right,13.05,27.17,0.71,0.69,0.07,293,201.93,None
2021103111,1185,35454,50,10/31/2021 21:11,90,TB,right,13.02,27.11,0.73,0.51,0.07,294.11,208.2,None
2021103111,1185,35454,51,10/31/2021 21:11,90,TB,right,12.99,27.07,0.64,0.48,0.05,297.68,212.47,None
2021103111,1185,35454,52,10/31/2021 21:11,90,TB,right,12.96,27.01,0.6,0.51,0.06,299.13,215.8,None
2021103111,1185,35454,53,10/31/2021 21:11,90,TB,right,12.98,27.05,0.23,1.39,0.04,300.54,224.42,None
2021103111,1185,35454,54,10/31/2021 21:11,90,TB,right,12.96,27.03,0.11,1.34,0.02,302.33,249.41,None
2021103111,1185,35454,55,10/31/2021 21:11,90,TB,right,13.05,27.22,0.77,2.49,0.21,317.35,20.37,None
2021103111,1185,35454,56,10/31/2021 21:11,90,TB,right,13.11,27.4,1.35,2.69,0.18,11.28,21.73,None
2021103111,1185,35454,57,10/31/2021 21:11,90,TB,right,13.18,27.58,1.84,2.67,0.19,49.46,21.44,None
2021103111,1185,35454,58,10/31/2021 21:11,90,TB,right,13.25,27.78,2.31,3.25,0.21,61.83,21.42,None
2021103111,1185,35454,59,10/31/2021 21:11,90,TB,right,13.33,27.99,2.76,3.75,0.22,44.51,22.83,None
2021103111,1185,35454,60,10/31/2021 21:11,90,TB,right,13.45,28.26,3.26,3.2,0.29,35.86,25.8,None
2021103111,1185,35454,61,10/31/2021 21:11,90,TB,right,13.6,28.56,3.68,2.54,0.34,39.98,29.32,None
2021103111,1185,35454,62,10/31/2021 21:11,90,TB,right,13.79,28.89,4.12,1.86,0.38,52.32,33.19,None
2021103111,1185,35454,63,10/31/2021 21:11,90,TB,right,14.03,29.23,4.27,1.17,0.42,47.98,35.48,None
2021103111,1185,35454,64,10/31/2021 21:11,90,TB,right,14.3,29.58,4.51,1.31,0.44,47.23,39.22,None
2021103111,1185,35454,65,10/31/2021 21:11,90,TB,right,14.6,29.94,4.68,1.32,0.47,40.3,41.58,None
2021103111,1185,35454,66,10/31/2021 21:11,90,TB,right,14.95,30.31,4.91,1.35,0.51,32.24,43.61,None
2021103111,1185,35454,67,10/31/2021 21:11,90,TB,right,15.32,30.69,5.11,1.27,0.53,41.56,45.14,None
2021103111,1185,35454,68,10/31/2021 21:11,90,TB,right,15.71,31.06,5.19,1.32,0.54,41.56,46.37,None
2021103111,1185,35454,69,10/31/2021 21:11,90,TB,right,16.11,31.43,5.29,1.1,0.55,44.6,47.52,None
2021103111,1185,35454,70,10/31/2021 21:11,90,TB,right,16.53,31.81,5.49,0.86,0.57,41.46,48.24,None
2021103111,1185,35454,71,10/31/2021 21:11,90,TB,right,16.96,32.19,5.62,0.67,0.57,46.28,48.73,None
2021103111,1185,35454,72,10/31/2021 21:11,90,TB,right,17.4,32.58,5.73,0.8,0.58,44.4,48.9,None
2021103111,1185,35454,73,10/31/2021 21:11,90,TB,right,17.85,32.98,5.88,0.95,0.6,35.1,48.48,None
2021103111,1185,35454,74,10/31/2021 21:11,90,TB,right,18.31,33.39,5.99,1.04,0.62,33.64,48.19,run
2021103111,1185,35454,75,10/31/2021 21:11,90,TB,right,18.77,33.82,6.11,0.88,0.63,41.87,47.92,None
2021103111,1185,35454,76,10/31/2021 21:11,90,TB,right,19.24,34.24,6.13,1.3,0.63,35.09,47.59,None
2021103111,1185,35454,77,10/31/2021 21:11,90,TB,right,19.7,34.68,6.15,1.65,0.63,35.09,46.83,first_contact
2021103111,1185,35454,78,10/31/2021 21:11,90,TB,right,20.16,35.14,6.23,1.75,0.65,37.31,45.67,None
2021103111,1185,35454,79,10/31/2021 21:11,90,TB,right,20.62,35.62,6.28,1.82,0.66,46.61,44.06,None
2021103111,1185,37101,1,10/31/2021 21:11,14,NO,right,11.43,30.04,0.01,0.01,0,96.49,82.25,None
2021103111,1185,37101,2,10/31/2021 21:11,14,NO,right,11.43,30.04,0.01,0.01,0,96.49,81.27,None
2021103111,1185,37101,3,10/31/2021 21:11,14,NO,right,11.43,30.05,0.01,0.01,0.01,96.49,78.62,None
2021103111,1185,37101,4,10/31/2021 21:11,14,NO,right,11.44,30.05,0.01,0.01,0,97.08,78.6,None
2021103111,1185,37101,5,10/31/2021 21:11,14,NO,right,11.43,30.05,0.01,0.01,0,97.08,78.62,None
2021103111,1185,37101,6,10/31/2021 21:11,14,NO,right,11.44,30.05,0.01,0.01,0,97.08,78.61,ball_snap
2021103111,1185,37101,7,10/31/2021 21:11,14,NO,right,11.44,30.05,0.01,0.01,0.01,97.08,80.94,autoevent_ballsnap
2021103111,1185,37101,8,10/31/2021 21:11,14,NO,right,11.44,30.04,0,0.01,0.01,98.38,82.66,None
2021103111,1185,37101,9,10/31/2021 21:11,14,NO,right,11.45,30.03,0,0.01,0.01,99.09,86.71,None
2021103111,1185,37101,10,10/31/2021 21:11,14,NO,right,11.46,30.02,0.05,0.81,0.01,99.75,138.74,None
2021103111,1185,37101,11,10/31/2021 21:11,14,NO,right,11.48,30.01,0.27,2.21,0.02,95.28,138.65,None
2021103111,1185,37101,12,10/31/2021 21:11,14,NO,right,11.52,29.97,0.67,3.5,0.05,95.28,132.62,None
2021103111,1185,37101,13,10/31/2021 21:11,14,NO,right,11.6,29.91,1.16,4.49,0.1,98.35,128.33,None
2021103111,1185,37101,14,10/31/2021 21:11,14,NO,right,11.73,29.83,1.73,4.69,0.16,99.8,122.45,None
2021103111,1185,37101,15,10/31/2021 21:11,14,NO,right,11.94,29.74,2.34,4.77,0.22,101.87,117.07,None
2021103111,1185,37101,16,10/31/2021 21:11,14,NO,right,12.17,29.64,2.81,4.41,0.26,100.08,114.55,None
2021103111,1185,37101,17,10/31/2021 21:11,14,NO,right,12.46,29.53,3.27,4.2,0.31,98.43,110.53,None
2021103111,1185,37101,18,10/31/2021 21:11,14,NO,right,12.8,29.42,3.7,3.78,0.36,95.38,107.57,None
2021103111,1185,37101,19,10/31/2021 21:11,14,NO,right,13.19,29.35,4.09,3.86,0.4,94.55,100.94,None
2021103111,1185,37101,20,10/31/2021 21:11,14,NO,right,13.6,29.3,4.31,3.63,0.42,91.41,95.46,None
2021103111,1185,37101,21,10/31/2021 21:11,14,NO,right,14.05,29.27,4.54,3.44,0.44,87.96,91.36,None
2021103111,1185,37101,22,10/31/2021 21:11,14,NO,right,14.51,29.28,4.72,3.1,0.46,86.71,87.59,None
2021103111,1185,37101,23,10/31/2021 21:11,14,NO,right,14.99,29.32,4.87,3,0.48,87.79,83.21,None
2021103111,1185,37101,24,10/31/2021 21:11,14,NO,right,15.47,29.39,4.95,2.42,0.49,90.59,80.7,None
2021103111,1185,37101,25,10/31/2021 21:11,14,NO,right,15.96,29.47,4.95,1.68,0.5,93.04,79.32,None
2021103111,1185,37101,26,10/31/2021 21:11,14,NO,right,16.45,29.56,4.9,1.13,0.49,99.49,78.93,None
2021103111,1185,37101,27,10/31/2021 21:11,14,NO,right,16.92,29.65,4.82,0.93,0.49,112.68,79.93,None
2021103111,1185,37101,28,10/31/2021 21:11,14,NO,right,17.39,29.72,4.7,1.35,0.48,127.86,81.45,None
2021103111,1185,37101,29,10/31/2021 21:11,14,NO,right,17.85,29.78,4.54,1.78,0.46,162.15,82.57,None
2021103111,1185,37101,30,10/31/2021 21:11,14,NO,right,18.29,29.83,4.36,2.08,0.44,215.46,84.8,None
2021103111,1185,37101,31,10/31/2021 21:11,14,NO,right,18.72,29.86,4.16,2.28,0.43,236.6,87.23,None
2021103111,1185,37101,32,10/31/2021 21:11,14,NO,right,19.12,29.86,3.95,2.46,0.4,248.28,90.12,None
2021103111,1185,37101,33,10/31/2021 21:11,14,NO,right,19.5,29.85,3.65,2.63,0.37,250.53,92.53,None
2021103111,1185,37101,34,10/31/2021 21:11,14,NO,right,19.84,29.83,3.38,2.77,0.35,251.9,94.97,None
2021103111,1185,37101,35,10/31/2021 21:11,14,NO,right,20.16,29.8,3.08,2.69,0.32,251.9,96.08,None
2021103111,1185,37101,36,10/31/2021 21:11,14,NO,right,20.46,29.77,2.83,2.56,0.3,251.26,97.79,None
2021103111,1185,37101,37,10/31/2021 21:11,14,NO,right,20.71,29.72,2.48,2.75,0.26,249.14,101.6,None
2021103111,1185,37101,38,10/31/2021 21:11,14,NO,right,20.93,29.66,2.16,2.86,0.23,252.68,106.9,None
2021103111,1185,37101,39,10/31/2021 21:11,14,NO,right,21.12,29.59,1.92,2.65,0.2,252.68,111,None
2021103111,1185,37101,40,10/31/2021 21:11,14,NO,right,21.28,29.52,1.67,2.58,0.18,252.68,116.83,None
2021103111,1185,37101,41,10/31/2021 21:11,14,NO,right,21.42,29.44,1.47,2.4,0.16,250.58,122.74,None
2021103111,1185,37101,42,10/31/2021 21:11,14,NO,right,21.53,29.35,1.33,2.22,0.14,249.81,130.8,None
2021103111,1185,37101,43,10/31/2021 21:11,14,NO,right,21.62,29.26,1.22,1.98,0.13,249.11,139.56,None
2021103111,1185,37101,44,10/31/2021 21:11,14,NO,right,21.69,29.16,1.15,1.78,0.12,248.41,149.16,None
2021103111,1185,37101,45,10/31/2021 21:11,14,NO,right,21.74,29.05,1.16,1.59,0.12,247.8,159.16,None
2021103111,1185,37101,46,10/31/2021 21:11,14,NO,right,21.77,28.94,1.14,1.42,0.12,247.8,167.2,None
2021103111,1185,37101,47,10/31/2021 21:11,14,NO,right,21.79,28.83,1.12,1.23,0.11,247.8,173.89,None
2021103111,1185,37101,48,10/31/2021 21:11,14,NO,right,21.79,28.71,1.17,1.08,0.12,248.76,180.16,None
2021103111,1185,37101,49,10/31/2021 21:11,14,NO,right,21.78,28.61,1.02,1.22,0.1,250.19,189.34,None
2021103111,1185,37101,50,10/31/2021 21:11,14,NO,right,21.76,28.52,0.95,1.39,0.1,251.83,198.89,None
2021103111,1185,37101,51,10/31/2021 21:11,14,NO,right,21.72,28.44,0.84,1.58,0.09,254.56,209.85,None
2021103111,1185,37101,52,10/31/2021 21:11,14,NO,right,21.68,28.39,0.69,1.87,0.07,258.87,227.16,None
2021103111,1185,37101,53,10/31/2021 21:11,14,NO,right,21.63,28.36,0.57,2.26,0.06,265.2,255.24,None
2021103111,1185,37101,54,10/31/2021 21:11,14,NO,right,21.57,28.36,0.62,2.51,0.06,270.7,285.61,None
2021103111,1185,37101,55,10/31/2021 21:11,14,NO,right,21.5,28.4,0.84,2.79,0.07,280.67,308.34,None
2021103111,1185,37101,56,10/31/2021 21:11,14,NO,right,21.44,28.48,1.15,3.02,0.1,291.12,325.67,None
2021103111,1185,37101,57,10/31/2021 21:11,14,NO,right,21.39,28.61,1.53,3.3,0.14,299.15,339.2,None
2021103111,1185,37101,58,10/31/2021 21:11,14,NO,right,21.35,28.78,1.91,3.41,0.18,305.42,348.76,None
2021103111,1185,37101,59,10/31/2021 21:11,14,NO,right,21.33,28.99,2.31,3.43,0.22,313.76,355.9,None
2021103111,1185,37101,60,10/31/2021 21:11,14,NO,right,21.32,29.25,2.66,3.16,0.25,323.89,0.27,None
2021103111,1185,37101,61,10/31/2021 21:11,14,NO,right,21.34,29.54,3.07,3.12,0.29,333.96,3.93,None
2021103111,1185,37101,62,10/31/2021 21:11,14,NO,right,21.38,29.87,3.4,2.88,0.33,339.36,7.36,None
2021103111,1185,37101,63,10/31/2021 21:11,14,NO,right,21.43,30.22,3.74,2.65,0.36,347.03,8.87,None
2021103111,1185,37101,64,10/31/2021 21:11,14,NO,right,21.49,30.61,4.11,2.6,0.4,359.45,10.7,None
2021103111,1185,37101,65,10/31/2021 21:11,14,NO,right,21.58,31.03,4.41,2.22,0.43,2.69,11.91,None
2021103111,1185,37101,66,10/31/2021 21:11,14,NO,right,21.67,31.47,4.6,1.62,0.45,2.69,11.81,None
2021103111,1185,37101,67,10/31/2021 21:11,14,NO,right,21.77,31.93,4.76,1.1,0.47,359.7,12.12,None
2021103111,1185,37101,68,10/31/2021 21:11,14,NO,right,21.87,32.4,4.86,0.62,0.48,352.97,12.57,None
2021103111,1185,37101,69,10/31/2021 21:11,14,NO,right,21.98,32.88,4.93,0.31,0.49,346.2,13.18,None
