"","gameId","playId","nflId","frameId","time","jerseyNumber","team","playDirection","x","y","s","a","dis","o","dir","event","week"
"52",2021091207,3828,37079,3,"2021-09-12T19:59:55.400",2,"TEN","right",77.78,36.69,0.14,0.27,0.01,134.94,213.14,"None",1
"53",2021091207,3828,37079,4,"2021-09-12T19:59:55.500",2,"TEN","right",77.77,36.68,0.13,0.26,0.01,134.94,233.94,"None",1
"54",2021091207,3828,37079,5,"2021-09-12T19:59:55.600",2,"TEN","right",77.77,36.68,0.11,0.65,0.01,128.41,338.09,"None",1
"55",2021091207,3828,37079,6,"2021-09-12T19:59:55.700",2,"TEN","right",77.77,36.7,0.23,0.99,0.02,124.65,17.51,"ball_snap",1
"56",2021091207,3828,37079,7,"2021-09-12T19:59:55.800",2,"TEN","right",77.8,36.73,0.48,1.46,0.04,121.7,40.66,"None",1
"57",2021091207,3828,37079,8,"2021-09-12T19:59:55.900",2,"TEN","right",77.85,36.78,0.86,2.03,0.08,113.91,51.58,"None",1
"58",2021091207,3828,37079,9,"2021-09-12T19:59:56.000",2,"TEN","right",77.95,36.85,1.35,2.79,0.12,117.03,56.18,"None",1
"59",2021091207,3828,37079,10,"2021-09-12T19:59:56.100",2,"TEN","right",78.09,36.94,1.8,3.1,0.17,115.16,58.79,"None",1
"60",2021091207,3828,37079,11,"2021-09-12T19:59:56.200",2,"TEN","right",78.28,37.05,2.34,3.34,0.22,105.43,58.78,"None",1
"61",2021091207,3828,37079,12,"2021-09-12T19:59:56.300",2,"TEN","right",78.51,37.19,2.81,3.25,0.27,99.21,58.71,"None",1
"62",2021091207,3828,37079,13,"2021-09-12T19:59:56.400",2,"TEN","right",78.78,37.36,3.35,3.38,0.32,95.81,57.71,"None",1
"63",2021091207,3828,37079,14,"2021-09-12T19:59:56.500",2,"TEN","right",79.08,37.56,3.75,3,0.36,97.38,57.13,"None",1
"64",2021091207,3828,37079,15,"2021-09-12T19:59:56.600",2,"TEN","right",79.42,37.78,4.11,2.58,0.4,99.02,56.85,"None",1
"65",2021091207,3828,37079,16,"2021-09-12T19:59:56.700",2,"TEN","right",79.8,38.03,4.56,2.42,0.46,92.71,56.49,"None",1
"66",2021091207,3828,37079,17,"2021-09-12T19:59:56.800",2,"TEN","right",80.23,38.3,4.96,2.17,0.5,85.57,57.15,"None",1
"67",2021091207,3828,37079,18,"2021-09-12T19:59:56.900",2,"TEN","right",80.69,38.61,5.39,2.03,0.56,86.19,56.6,"None",1
"68",2021091207,3828,37079,19,"2021-09-12T19:59:57.000",2,"TEN","right",81.17,38.89,5.63,1.58,0.56,84.35,57.98,"None",1
"69",2021091207,3828,37079,20,"2021-09-12T19:59:57.100",2,"TEN","right",81.68,39.19,5.85,1.49,0.58,84.35,59.44,"None",1
"70",2021091207,3828,37079,21,"2021-09-12T19:59:57.200",2,"TEN","right",82.2,39.47,6.02,1.59,0.6,86.59,61.61,"None",1
"71",2021091207,3828,37079,22,"2021-09-12T19:59:57.300",2,"TEN","right",82.76,39.74,6.27,2.09,0.62,91.95,64.44,"None",1
"72",2021091207,3828,37079,23,"2021-09-12T19:59:57.400",2,"TEN","right",83.34,40,6.45,2.26,0.64,93.06,67.12,"None",1
"73",2021091207,3828,37079,24,"2021-09-12T19:59:57.500",2,"TEN","right",83.95,40.23,6.55,2.19,0.65,90.63,69.72,"None",1
"74",2021091207,3828,37079,25,"2021-09-12T19:59:57.600",2,"TEN","right",84.58,40.44,6.66,2.09,0.67,97.69,72.1,"None",1
"75",2021091207,3828,37079,26,"2021-09-12T19:59:57.700",2,"TEN","right",85.27,40.63,7,2.37,0.71,105.63,75.15,"None",1
"76",2021091207,3828,37079,27,"2021-09-12T19:59:57.800",2,"TEN","right",85.97,40.79,7.13,2.29,0.71,105.63,77.43,"None",1
"77",2021091207,3828,37079,28,"2021-09-12T19:59:57.900",2,"TEN","right",86.69,40.95,7.31,1.99,0.74,97.8,78.97,"None",1
"78",2021091207,3828,37079,29,"2021-09-12T19:59:58.000",2,"TEN","right",87.4,41.09,7.35,1.46,0.73,87.81,79.75,"None",1
"79",2021091207,3828,37079,30,"2021-09-12T19:59:58.100",2,"TEN","right",88.13,41.24,7.38,0.58,0.74,74.73,79.11,"None",1
"80",2021091207,3828,37079,31,"2021-09-12T19:59:58.200",2,"TEN","right",88.85,41.38,7.36,0.58,0.74,65.53,78.36,"None",1
"81",2021091207,3828,37079,32,"2021-09-12T19:59:58.300",2,"TEN","right",89.57,41.54,7.35,1.27,0.74,55.39,76.97,"None",1
"82",2021091207,3828,37079,33,"2021-09-12T19:59:58.400",2,"TEN","right",90.27,41.72,7.25,2.36,0.73,31.2,73.94,"None",1
"83",2021091207,3828,37079,34,"2021-09-12T19:59:58.500",2,"TEN","right",90.95,41.94,7.15,3.27,0.72,14.93,70.28,"None",1
"84",2021091207,3828,37079,35,"2021-09-12T19:59:58.600",2,"TEN","right",91.61,42.2,7.04,3.78,0.71,6.33,66.71,"None",1
"85",2021091207,3828,37079,36,"2021-09-12T19:59:58.700",2,"TEN","right",92.24,42.5,6.89,4.13,0.7,357.4,62.54,"None",1
"86",2021091207,3828,37079,37,"2021-09-12T19:59:58.800",2,"TEN","right",92.82,42.85,6.68,4.57,0.67,347.85,57.37,"None",1
"87",2021091207,3828,37079,38,"2021-09-12T19:59:58.900",2,"TEN","right",93.36,43.23,6.55,4.58,0.66,347.85,52.8,"None",1
"88",2021091207,3828,37079,39,"2021-09-12T19:59:59.000",2,"TEN","right",93.85,43.64,6.39,4.69,0.65,349.62,47.79,"None",1
"89",2021091207,3828,37079,40,"2021-09-12T19:59:59.100",2,"TEN","right",94.3,44.09,6.25,4.46,0.63,347.03,43.13,"None",1
"90",2021091207,3828,37079,41,"2021-09-12T19:59:59.200",2,"TEN","right",94.71,44.57,6.23,4.22,0.63,341.58,38.32,"None",1
"91",2021091207,3828,37079,42,"2021-09-12T19:59:59.300",2,"TEN","right",95.07,45.08,6.16,3.91,0.62,341.58,34.13,"None",1
"92",2021091207,3828,37079,43,"2021-09-12T19:59:59.400",2,"TEN","right",95.4,45.6,6.06,3.54,0.61,343.24,30.55,"None",1
"93",2021091207,3828,37079,44,"2021-09-12T19:59:59.500",2,"TEN","right",95.68,46.11,5.88,3.22,0.59,343.24,27.5,"qb_sack",1
"94",2021091207,3828,37079,45,"2021-09-12T19:59:59.600",2,"TEN","right",95.94,46.62,5.61,2.97,0.56,348.01,25.49,"None",1
"95",2021091207,3828,37079,46,"2021-09-12T19:59:59.700",2,"TEN","right",96.16,47.1,5.29,3.1,0.53,352.12,23.03,"None",1
"96",2021091207,3828,37079,47,"2021-09-12T19:59:59.800",2,"TEN","right",96.36,47.56,4.9,3.2,0.5,357.46,22.21,"None",1
"97",2021091207,3828,37079,48,"2021-09-12T19:59:59.900",2,"TEN","right",96.53,47.97,4.4,3.59,0.45,24.1,22.09,"None",1
"98",2021091207,3828,37079,49,"2021-09-12T20:00:00.000",2,"TEN","right",96.69,48.35,3.93,3.82,0.41,39.86,21.85,"None",1
"99",2021091207,3828,38538,1,"2021-09-12T19:59:55.200",17,"TEN","right",74.31,23.88,0.15,0.34,0.01,75.87,225.46,"None",1
"100",2021091207,3828,38538,2,"2021-09-12T19:59:55.300",17,"TEN","right",74.3,23.88,0.14,0.37,0.01,75.87,262.13,"None",1
"101",2021091207,3828,38538,3,"2021-09-12T19:59:55.400",17,"TEN","right",74.29,23.88,0.15,0.4,0.01,75.87,274.89,"None",1
"102",2021091207,3828,38538,4,"2021-09-12T19:59:55.500",17,"TEN","right",74.27,23.88,0.15,0.32,0.01,77.54,280.93,"None",1
"103",2021091207,3828,38538,5,"2021-09-12T19:59:55.600",17,"TEN","right",74.26,23.88,0.16,0.16,0.02,77.54,268.83,"None",1
"104",2021091207,3828,38538,6,"2021-09-12T19:59:55.700",17,"TEN","right",74.23,23.88,0.24,0.27,0.03,77.54,271.72,"ball_snap",1
"105",2021091207,3828,38538,7,"2021-09-12T19:59:55.800",17,"TEN","right",74.2,23.89,0.34,0.52,0.03,78.15,293.93,"None",1
"106",2021091207,3828,38538,8,"2021-09-12T19:59:55.900",17,"TEN","right",74.16,23.91,0.44,0.62,0.04,78.82,298.13,"None",1
"107",2021091207,3828,38538,9,"2021-09-12T19:59:56.000",17,"TEN","right",74.12,23.93,0.55,0.69,0.05,78.82,298.04,"None",1
"108",2021091207,3828,38538,10,"2021-09-12T19:59:56.100",17,"TEN","right",74.06,23.96,0.67,0.76,0.07,79.93,298.77,"None",1
"109",2021091207,3828,38538,11,"2021-09-12T19:59:56.200",17,"TEN","right",73.99,24,0.81,0.85,0.08,82.67,298.11,"None",1
"110",2021091207,3828,38538,12,"2021-09-12T19:59:56.300",17,"TEN","right",73.9,24.05,0.99,0.99,0.1,84.77,297.89,"None",1
"111",2021091207,3828,38538,13,"2021-09-12T19:59:56.400",17,"TEN","right",73.79,24.09,1.15,1.01,0.11,91.37,295.32,"None",1
"112",2021091207,3828,38538,14,"2021-09-12T19:59:56.500",17,"TEN","right",73.66,24.14,1.42,1.33,0.14,101.43,291.29,"None",1
"113",2021091207,3828,38538,15,"2021-09-12T19:59:56.600",17,"TEN","right",73.5,24.19,1.68,1.63,0.16,114.87,286.96,"None",1
"114",2021091207,3828,38538,16,"2021-09-12T19:59:56.700",17,"TEN","right",73.33,24.23,1.87,1.59,0.18,122.31,284.37,"None",1
"115",2021091207,3828,38538,17,"2021-09-12T19:59:56.800",17,"TEN","right",73.13,24.27,2.05,1.5,0.2,131.51,281.25,"None",1
"116",2021091207,3828,38538,18,"2021-09-12T19:59:56.900",17,"TEN","right",72.91,24.31,2.24,1.44,0.22,140.97,278.53,"None",1
"117",2021091207,3828,38538,19,"2021-09-12T19:59:57.000",17,"TEN","right",72.68,24.33,2.44,1.51,0.24,147.9,274.81,"None",1
"118",2021091207,3828,38538,20,"2021-09-12T19:59:57.100",17,"TEN","right",72.43,24.35,2.5,1.12,0.25,153.12,272.89,"None",1
"119",2021091207,3828,38538,21,"2021-09-12T19:59:57.200",17,"TEN","right",72.18,24.36,2.52,0.78,0.25,157.36,271.18,"None",1
"120",2021091207,3828,38538,22,"2021-09-12T19:59:57.300",17,"TEN","right",71.93,24.36,2.48,0.59,0.25,160.42,269.97,"None",1
"121",2021091207,3828,38538,23,"2021-09-12T19:59:57.400",17,"TEN","right",71.7,24.35,2.32,0.99,0.23,165.14,267.59,"None",1
"122",2021091207,3828,38538,24,"2021-09-12T19:59:57.500",17,"TEN","right",71.49,24.34,2.1,1.53,0.21,165.14,265.85,"None",1
"123",2021091207,3828,38538,25,"2021-09-12T19:59:57.600",17,"TEN","right",71.3,24.32,1.85,1.89,0.19,165.14,264.84,"None",1
"124",2021091207,3828,38538,26,"2021-09-12T19:59:57.700",17,"TEN","right",71.13,24.32,1.57,2.12,0.16,159.8,266.61,"None",1
"125",2021091207,3828,38538,27,"2021-09-12T19:59:57.800",17,"TEN","right",71.01,24.31,1.19,2.58,0.13,148.7,269.1,"None",1
"126",2021091207,3828,38538,28,"2021-09-12T19:59:57.900",17,"TEN","right",70.9,24.33,0.94,2.62,0.11,140.91,278.33,"None",1
"127",2021091207,3828,38538,29,"2021-09-12T19:59:58.000",17,"TEN","right",70.82,24.36,0.78,2.54,0.09,134.86,295.08,"None",1
"128",2021091207,3828,38538,30,"2021-09-12T19:59:58.100",17,"TEN","right",70.75,24.4,0.74,2.31,0.08,128.82,314.11,"None",1
"129",2021091207,3828,38538,31,"2021-09-12T19:59:58.200",17,"TEN","right",70.7,24.47,0.86,2.03,0.09,122.13,329.09,"None",1
"130",2021091207,3828,38538,32,"2021-09-12T19:59:58.300",17,"TEN","right",70.65,24.57,1.12,2.03,0.11,112.76,339.45,"None",1
"131",2021091207,3828,38538,33,"2021-09-12T19:59:58.400",17,"TEN","right",70.61,24.69,1.3,1.77,0.13,111.69,342.82,"None",1
"132",2021091207,3828,38538,34,"2021-09-12T19:59:58.500",17,"TEN","right",70.54,24.8,1.37,1.05,0.13,112.64,333.94,"None",1
"133",2021091207,3828,38538,35,"2021-09-12T19:59:58.600",17,"TEN","right",70.45,24.93,1.53,1.18,0.15,103.5,328.41,"None",1
"134",2021091207,3828,38538,36,"2021-09-12T19:59:58.700",17,"TEN","right",70.3,25.09,2.05,2.36,0.22,110.23,318.96,"None",1
"135",2021091207,3828,38538,37,"2021-09-12T19:59:58.800",17,"TEN","right",70.13,25.28,2.55,3,0.25,152.23,316.57,"None",1
"136",2021091207,3828,38538,38,"2021-09-12T19:59:58.900",17,"TEN","right",69.94,25.49,3.01,3.23,0.29,181.65,315.06,"None",1
"137",2021091207,3828,38538,39,"2021-09-12T19:59:59.000",17,"TEN","right",69.71,25.72,3.41,3.25,0.33,185.25,314.65,"None",1
"138",2021091207,3828,38538,40,"2021-09-12T19:59:59.100",17,"TEN","right",69.45,25.99,3.85,3.12,0.37,235.09,315.61,"None",1
"139",2021091207,3828,38538,41,"2021-09-12T19:59:59.200",17,"TEN","right",69.2,26.29,4.01,2.3,0.39,277.39,319.12,"None",1
"140",2021091207,3828,38538,42,"2021-09-12T19:59:59.300",17,"TEN","right",68.93,26.6,4.2,1.74,0.41,279.93,320.02,"None",1
"141",2021091207,3828,38538,43,"2021-09-12T19:59:59.400",17,"TEN","right",68.66,26.92,4.26,1.04,0.42,279.01,320.94,"None",1
"142",2021091207,3828,38538,44,"2021-09-12T19:59:59.500",17,"TEN","right",68.4,27.24,4.17,0.52,0.41,277.61,320.87,"qb_sack",1
"143",2021091207,3828,38538,45,"2021-09-12T19:59:59.600",17,"TEN","right",68.19,27.5,3.53,2.28,0.34,302.27,321.27,"None",1
"144",2021091207,3828,38538,46,"2021-09-12T19:59:59.700",17,"TEN","right",67.98,27.72,2.94,3.73,0.3,324.1,318.75,"None",1
"145",2021091207,3828,38538,47,"2021-09-12T19:59:59.800",17,"TEN","right",67.8,27.93,2.57,3.83,0.28,322.19,316.93,"None",1
"146",2021091207,3828,38538,48,"2021-09-12T19:59:59.900",17,"TEN","right",67.64,28.08,2.01,4.59,0.22,349.49,314.85,"None",1
"147",2021091207,3828,38538,49,"2021-09-12T20:00:00.000",17,"TEN","right",67.53,28.19,1.36,5.27,0.16,5.79,311.86,"None",1
"148",2021091207,3828,38629,1,"2021-09-12T19:59:55.200",60,"TEN","right",78.7,23.84,0.1,0.2,0,95.81,220.98,"None",1
"149",2021091207,3828,38629,2,"2021-09-12T19:59:55.300",60,"TEN","right",78.69,23.83,0.09,0.13,0.01,95.81,222.5,"None",1
"150",2021091207,3828,38629,3,"2021-09-12T19:59:55.400",60,"TEN","right",78.68,23.85,0.08,0.14,0.02,56.34,285.99,"None",1
"151",2021091207,3828,38629,4,"2021-09-12T19:59:55.500",60,"TEN","right",78.65,23.85,0.16,0.13,0.03,319.24,274.06,"None",1
"152",2021091207,3828,38629,5,"2021-09-12T19:59:55.600",60,"TEN","right",78.59,23.83,0.36,0.51,0.06,312.43,259.75,"None",1
"153",2021091207,3828,38629,6,"2021-09-12T19:59:55.700",60,"TEN","right",78.55,23.82,0.43,0.54,0.04,330.53,263.44,"ball_snap",1
"154",2021091207,3828,38629,7,"2021-09-12T19:59:55.800",60,"TEN","right",78.49,23.82,0.59,0.68,0.06,0.16,266.2,"None",1
"155",2021091207,3828,38629,8,"2021-09-12T19:59:55.900",60,"TEN","right",78.42,23.82,0.79,0.92,0.07,57.46,267.83,"None",1
"156",2021091207,3828,38629,9,"2021-09-12T19:59:56.000",60,"TEN","right",78.32,23.81,1.06,0.97,0.1,95.75,265.14,"None",1
"157",2021091207,3828,38629,10,"2021-09-12T19:59:56.100",60,"TEN","right",78.19,23.8,1.27,0.81,0.13,99.55,265.01,"None",1
"158",2021091207,3828,38629,11,"2021-09-12T19:59:56.200",60,"TEN","right",78.06,23.79,1.33,0.41,0.13,101.87,266.47,"None",1
"159",2021091207,3828,38629,12,"2021-09-12T19:59:56.300",60,"TEN","right",77.91,23.77,1.48,0.24,0.15,120.43,264.37,"None",1
"160",2021091207,3828,38629,13,"2021-09-12T19:59:56.400",60,"TEN","right",77.75,23.73,1.59,0.24,0.17,122,259.43,"None",1
"161",2021091207,3828,38629,14,"2021-09-12T19:59:56.500",60,"TEN","right",77.57,23.69,1.72,0.35,0.18,127.64,256.43,"None",1
"162",2021091207,3828,38629,15,"2021-09-12T19:59:56.600",60,"TEN","right",77.38,23.64,1.79,0.36,0.19,136.98,255.58,"None",1
"163",2021091207,3828,38629,16,"2021-09-12T19:59:56.700",60,"TEN","right",77.2,23.59,1.85,0.37,0.2,144.29,254.71,"None",1
"164",2021091207,3828,38629,17,"2021-09-12T19:59:56.800",60,"TEN","right",77.02,23.55,1.83,0.41,0.18,149.56,255.15,"None",1
"165",2021091207,3828,38629,18,"2021-09-12T19:59:56.900",60,"TEN","right",76.83,23.51,1.87,0.4,0.2,153.53,256.03,"None",1
"166",2021091207,3828,38629,19,"2021-09-12T19:59:57.000",60,"TEN","right",76.63,23.48,1.9,0.53,0.2,163.41,259.64,"None",1
"167",2021091207,3828,38629,20,"2021-09-12T19:59:57.100",60,"TEN","right",76.43,23.46,1.92,0.71,0.2,170.02,262.88,"None",1
"168",2021091207,3828,38629,21,"2021-09-12T19:59:57.200",60,"TEN","right",76.21,23.44,2.03,0.68,0.22,181.77,265.52,"None",1
"169",2021091207,3828,38629,22,"2021-09-12T19:59:57.300",60,"TEN","right",75.98,23.42,2.15,0.56,0.23,190.23,266.89,"None",1
"170",2021091207,3828,38629,23,"2021-09-12T19:59:57.400",60,"TEN","right",75.73,23.42,2.34,0.52,0.26,197.06,269.4,"None",1
"171",2021091207,3828,38629,24,"2021-09-12T19:59:57.500",60,"TEN","right",75.45,23.43,2.52,0.49,0.27,201.27,271.61,"None",1
"172",2021091207,3828,38629,25,"2021-09-12T19:59:57.600",60,"TEN","right",75.16,23.44,2.68,0.36,0.29,203.49,272.25,"None",1
"173",2021091207,3828,38629,26,"2021-09-12T19:59:57.700",60,"TEN","right",74.84,23.46,2.87,0.29,0.32,203.49,273.31,"None",1
"174",2021091207,3828,38629,27,"2021-09-12T19:59:57.800",60,"TEN","right",74.54,23.47,2.92,0.33,0.3,206.51,273.12,"None",1
"175",2021091207,3828,38629,28,"2021-09-12T19:59:57.900",60,"TEN","right",74.23,23.48,2.96,0.55,0.31,209.06,272.7,"None",1
"176",2021091207,3828,38629,29,"2021-09-12T19:59:58.000",60,"TEN","right",73.86,23.47,3.16,0.55,0.37,212.77,271.11,"None",1
"177",2021091207,3828,38629,30,"2021-09-12T19:59:58.100",60,"TEN","right",73.5,23.47,3.25,0.64,0.36,216.02,270.11,"None",1
"178",2021091207,3828,38629,31,"2021-09-12T19:59:58.200",60,"TEN","right",73.14,23.46,3.35,0.59,0.37,223.64,268.85,"None",1
"179",2021091207,3828,38629,32,"2021-09-12T19:59:58.300",60,"TEN","right",72.78,23.44,3.41,0.63,0.36,238.39,267.46,"None",1
"180",2021091207,3828,38629,33,"2021-09-12T19:59:58.400",60,"TEN","right",72.41,23.42,3.49,0.53,0.37,250.09,266.93,"None",1
"181",2021091207,3828,38629,34,"2021-09-12T19:59:58.500",60,"TEN","right",72.05,23.41,3.54,0.4,0.36,270.97,268,"None",1
"182",2021091207,3828,38629,35,"2021-09-12T19:59:58.600",60,"TEN","right",71.7,23.41,3.49,0.86,0.35,284.45,269.27,"None",1
"183",2021091207,3828,38629,36,"2021-09-12T19:59:58.700",60,"TEN","right",71.35,23.41,3.4,1.42,0.34,297.55,271.58,"None",1
"184",2021091207,3828,38629,37,"2021-09-12T19:59:58.800",60,"TEN","right",71.02,23.44,3.21,2.08,0.33,307.1,274.83,"None",1
"185",2021091207,3828,38629,38,"2021-09-12T19:59:58.900",60,"TEN","right",70.71,23.47,2.99,2.47,0.31,314.47,277.98,"None",1
"186",2021091207,3828,38629,39,"2021-09-12T19:59:59.000",60,"TEN","right",70.43,23.52,2.79,2.59,0.29,322.68,281.03,"None",1
"187",2021091207,3828,38629,40,"2021-09-12T19:59:59.100",60,"TEN","right",70.17,23.58,2.57,2.58,0.27,329.12,285.13,"None",1
