"week","gameId","playId","pos_team","def_team","down","yardstogo","def_coverage","def_covtype","def_playersinbox","line_betw","pressure"
4,2021100309,541,"ARI","LA","2nd",12,"Cover-6","Zone",6,0.0443073593073593,0
4,2021100309,615,"ARI","LA","3rd",6,"Cover-3","Zone",5,0.0120846560846561,0
4,2021100309,927,"ARI","LA","1st",10,"Cover-3","Zone",6,0.0288392857142857,0
4,2021100309,1012,"ARI","LA","1st",10,"Cover-3","Zone",6,0.0153694581280788,0
4,2021100309,1066,"ARI","LA","2nd",12,"Cover-3","Zone",6,0.0172043010752688,0
4,2021100309,1107,"ARI","LA","3rd",2,"Cover-1","Man",6,0.0162433862433863,0
4,2021100309,1131,"ARI","LA","1st",10,"Quarters","Zone",5,0.0203673469387755,0
4,2021100309,1176,"ARI","LA","1st",10,"Red Zone","Other",6,0.0217959183673469,0
4,2021100309,1200,"ARI","LA","2nd",13,"Cover-6","Zone",5,0.0175873015873016,0
4,2021100309,1342,"ARI","LA","2nd",16,"Quarters","Zone",5,0.011609977324263,0
4,2021100309,1376,"ARI","LA","3rd",16,"Cover-3","Zone",5,0.0107769423558897,0
4,2021100309,1689,"ARI","LA","2nd",7,"Quarters","Zone",5,0.0232505175983437,0
4,2021100309,1711,"ARI","LA","3rd",7,"Cover-1","Man",5,0.0258178053830228,0
4,2021100309,2054,"ARI","LA","1st",15,"Quarters","Zone",6,0.0186309523809524,0
4,2021100309,2078,"ARI","LA","2nd",8,"Cover-3","Zone",5,0.0122408963585434,0
4,2021100309,2140,"ARI","LA","2nd",6,"2-Man","Man",6,0.0224649859943978,0
4,2021100309,2280,"ARI","LA","3rd",4,"Cover-3","Zone",6,0.0204960317460318,0
4,2021100309,2313,"ARI","LA","3rd",14,"Quarters","Zone",4,0.01734335839599,0
4,2021100309,2342,"ARI","LA","1st",10,"Quarters","Zone",6,0.0183630952380952,0
4,2021100309,2404,"ARI","LA","1st",9,"Red Zone","Other",7,0.018312925170068,0
4,2021100309,2423,"ARI","LA","2nd",11,"Red Zone","Other",6,0.0142101284958428,0
4,2021100309,2457,"ARI","LA","3rd",11,"Red Zone","Other",4,0.01003663003663,0
4,2021100309,2542,"ARI","LA","2nd",5,"Red Zone","Other",6,0.0158608058608059,0
4,2021100309,2564,"ARI","LA","3rd",5,"Red Zone","Other",4,0.0249142857142857,0
4,2021100309,2720,"ARI","LA","1st",10,"Cover-6","Zone",6,0.0307142857142857,0
4,2021100309,2786,"ARI","LA","2nd",9,"Cover-6","Zone",6,0.0176470588235294,0
4,2021100309,2831,"ARI","LA","2nd",9,"Cover-3","Zone",6,0.0182683982683983,0
4,2021100309,2853,"ARI","LA","3rd",9,"Cover-1","Man",6,0.0168190476190476,0
4,2021100309,3175,"ARI","LA","1st",10,"Cover-3","Zone",6,0.021978021978022,0
4,2021100309,3196,"ARI","LA","2nd",6,"Cover-6","Zone",6,0.0199671592775041,0
4,2021100309,3239,"ARI","LA","3rd",2,"Cover-3","Zone",5,0.00957671957671957,0
5,2021101011,156,"ARI","SF","1st",10,"Quarters","Zone",6,0.0154166666666667,0
5,2021101011,222,"ARI","SF","1st",10,"Quarters","Zone",7,0.0270868347338936,0
5,2021101011,627,"ARI","SF","1st",10,"Cover-6","Zone",7,0.0162503252667187,0
5,2021101011,672,"ARI","SF","3rd",14,"Cover-3","Zone",4,0.00640000000000001,0
5,2021101011,1087,"ARI","SF","2nd",7,"Quarters","Zone",6,0.01795670995671,0
5,2021101011,1109,"ARI","SF","3rd",7,"Cover-1","Man",5,0.0105034013605442,0
5,2021101011,1235,"ARI","SF","2nd",5,"Cover-3","Zone",8,0.0419976771196283,0
5,2021101011,1289,"ARI","SF","2nd",10,"Cover-3","Zone",6,0.0260989010989011,0
5,2021101011,1402,"ARI","SF","2nd",3,"Red Zone","Other",7,0.0348694316436252,0
5,2021101011,1424,"ARI","SF","3rd",3,"Red Zone","Other",7,0.0502857142857143,0
5,2021101011,1596,"ARI","SF","2nd",8,"Cover-1","Man",6,0.0146938775510204,0
5,2021101011,1625,"ARI","SF","1st",10,"Cover-6","Zone",6,0.0200714285714286,0
5,2021101011,1647,"ARI","SF","2nd",10,"Cover-3","Zone",8,0.0502277432712215,0
5,2021101011,1774,"ARI","SF","3rd",1,"Cover-1","Man",7,0.0245855379188713,0
5,2021101011,1822,"ARI","SF","1st",15,"Quarters","Zone",4,0.0102532928064843,0
5,2021101011,1858,"ARI","SF","2nd",30,"Quarters","Zone",4,0.00598639455782312,1
5,2021101011,1880,"ARI","SF","3rd",30,"Quarters","Zone",4,0.0082312925170068,0
5,2021101011,2460,"ARI","SF","2nd",12,"Quarters","Zone",6,0.0187172011661808,0
5,2021101011,2482,"ARI","SF","3rd",12,"Cover-3","Zone",5,0.00840579710144927,0
5,2021101011,2817,"ARI","SF","2nd",6,"Quarters","Zone",6,0.0145238095238095,0
5,2021101011,2841,"ARI","SF","1st",10,"Cover-3","Zone",8,0.0254244306418219,0
5,2021101011,2903,"ARI","SF","3rd",9,"Cover-3","Zone",4,0.0293809523809524,0
5,2021101011,3423,"ARI","SF","2nd",9,"Quarters","Zone",6,0.0296428571428571,0
5,2021101011,3686,"ARI","SF","2nd",8,"Cover-3","Zone",7,0.0442045035068291,0
6,2021101708,198,"ARI","CLE","1st",10,"Quarters","Zone",6,0.0178991596638656,0
6,2021101708,262,"ARI","CLE","1st",10,"Cover-3","Zone",5,0.0110866910866911,0
6,2021101708,307,"ARI","CLE","3rd",7,"Cover-3","Zone",5,0.00899224806201551,0
6,2021101708,384,"ARI","CLE","3rd",19,"Cover-6","Zone",5,0.00865424430641822,0
6,2021101708,824,"ARI","CLE","1st",10,"Cover-3","Zone",6,0.0293557422969188,0
6,2021101708,869,"ARI","CLE","2nd",10,"Cover-3","Zone",5,0.0112874779541446,0
6,2021101708,902,"ARI","CLE","1st",10,"Quarters","Zone",7,0.0317582417582418,0
6,2021101708,965,"ARI","CLE","3rd",2,"Cover-1","Man",7,0.0354334554334554,0
6,2021101708,1063,"ARI","CLE","2nd",7,"Red Zone","Other",5,0.0152120026092629,0
6,2021101708,1178,"ARI","CLE","1st",18,"Cover-3","Zone",6,0.0154341736694678,0
6,2021101708,1221,"ARI","CLE","2nd",13,"Cover-1","Man",6,0.0143145743145743,0
6,2021101708,1367,"ARI","CLE","1st",10,"Quarters","Zone",7,0.0298245614035088,0
6,2021101708,1650,"ARI","CLE","3rd",2,"Cover-3","Zone",7,0.0216806722689076,0
6,2021101708,1964,"ARI","CLE","2nd",8,"Cover-1","Man",6,0.0218694885361552,0
6,2021101708,1988,"ARI","CLE","3rd",9,"Cover-1","Man",5,0.0156235827664399,0
6,2021101708,2038,"ARI","CLE","2nd",6,"Cover-3","Zone",6,0.0169177489177489,0
6,2021101708,2196,"ARI","CLE","1st",10,"Red Zone","Other",5,0.0106944444444444,0
6,2021101708,2500,"ARI","CLE","1st",10,"Cover-3","Zone",5,0.0228401360544218,0
6,2021101708,2519,"ARI","CLE","2nd",18,"Quarters","Zone",6,0.0175824175824176,0
6,2021101708,2543,"ARI","CLE","3rd",5,"Cover-1","Man",5,0.0129849012775842,0
6,2021101708,2737,"ARI","CLE","2nd",5,"Quarters","Zone",6,0.016754130223518,0
6,2021101708,2759,"ARI","CLE","3rd",5,"Cover-1","Man",5,0.0117278911564626,0
6,2021101708,3027,"ARI","CLE","2nd",10,"Quarters","Zone",5,0.00607142857142858,0
6,2021101708,3049,"ARI","CLE","3rd",10,"Cover-3","Zone",7,0.0200453514739229,0
6,2021101708,3094,"ARI","CLE","2nd",9,"Quarters","Zone",5,0.0112244897959184,0
6,2021101708,3160,"ARI","CLE","2nd",9,"Red Zone","Other",6,0.0158225108225108,0
6,2021101708,3656,"ARI","CLE","2nd",7,"Cover-3","Zone",6,0.0253209109730849,0
6,2021101708,3756,"ARI","CLE","2nd",17,"Cover-3","Zone",5,0.00927960927960927,0
6,2021101708,3838,"ARI","CLE","2nd",10,"Cover-3","Zone",5,0.0152380952380952,0
7,2021102408,85,"ARI","HOU","1st",10,"Cover-3","Zone",8,0.040125313283208,0
7,2021102408,131,"ARI","HOU","2nd",10,"Cover-3","Zone",5,0.00965669988925803,0
7,2021102408,353,"ARI","HOU","2nd",22,"Cover-2","Zone",7,0.0216967706622879,0
7,2021102408,900,"ARI","HOU","2nd",6,"Cover-3","Zone",7,0.0275213675213675,0
7,2021102408,922,"ARI","HOU","3rd",6,"Cover-3","Zone",7,0.0255238095238095,0
7,2021102408,967,"ARI","HOU","2nd",5,"Cover-3","Zone",7,0.0400375939849624,0
7,2021102408,1083,"ARI","HOU","3rd",2,"Cover-3","Zone",7,0.0441534391534391,0
7,2021102408,1105,"ARI","HOU","4th/2pc",2,"Cover-3","Zone",5,0.0264182194616977,0
7,2021102408,1129,"ARI","HOU","1st",10,"Red Zone","Other",6,0.0210204081632653,0
7,2021102408,1521,"ARI","HOU","2nd",18,"Cover-2","Zone",6,0.0202116402116402,0
7,2021102408,1566,"ARI","HOU","3rd",23,"Cover-2","Zone",4,0.00976657329598506,0
7,2021102408,1616,"ARI","HOU","2nd",5,"Red Zone","Other",7,0.036358543417367,0
7,2021102408,1848,"ARI","HOU","2nd",4,"Cover-3","Zone",6,0.0128851540616247,0
7,2021102408,1872,"ARI","HOU","1st",10,"Cover-2","Zone",4,0.0132054015636105,0
7,2021102408,2009,"ARI","HOU","2nd",14,"Quarters","Zone",5,0.0111038961038961,0
7,2021102408,2039,"ARI","HOU","1st",10,"Red Zone","Other",7,0.019067055393586,0
7,2021102408,2075,"ARI","HOU","2nd",12,"Quarters","Zone",5,0.0130501930501931,0
7,2021102408,2406,"ARI","HOU","2nd",8,"Cover-3","Zone",7,0.0328968253968254,0
7,2021102408,2451,"ARI","HOU","2nd",6,"Cover-3","Zone",7,0.042020202020202,0
7,2021102408,2496,"ARI","HOU","2nd",11,"Cover-3","Zone",7,0.0304517704517704,0
7,2021102408,2520,"ARI","HOU","1st",10,"Cover-3","Zone",7,0.027687074829932,0
7,2021102408,2683,"ARI","HOU","2nd",10,"Cover-6","Zone",6,0.0254865424430642,0
7,2021102408,2728,"ARI","HOU","3rd",15,"Cover-2","Zone",5,0.0117416829745597,0
7,2021102408,2781,"ARI","HOU","2nd",12,"Cover-6","Zone",4,0.0124702380952381,0
7,2021102408,2929,"ARI","HOU","1st",10,"Cover-3","Zone",6,0.0127308066083576,0
7,2021102408,2969,"ARI","HOU","3rd",14,"Cover-6","Zone",5,0.00707193515704154,0
8,2021102800,189,"ARI","GB","1st",10,"Quarters","Zone",5,0.0114805194805195,0
8,2021102800,271,"ARI","GB","3rd",4,"Cover-6","Zone",5,0.0159273182957394,0
8,2021102800,471,"ARI","GB","1st",20,"Cover-3","Zone",6,0.0196296296296296,0
8,2021102800,495,"ARI","GB","2nd",16,"Quarters","Zone",5,0.0114285714285714,0
8,2021102800,519,"ARI","GB","3rd",8,"Bracket","Other",4,0.0153542392566783,0
8,2021102800,1133,"ARI","GB","2nd",11,"Cover-3","Zone",6,0.0243223443223443,0
8,2021102800,1155,"ARI","GB","3rd",11,"Cover-3","Zone",4,0.0161124121779859,0
8,2021102800,1595,"ARI","GB","2nd",6,"Cover-3","Zone",6,0.0181467181467181,0
8,2021102800,1651,"ARI","GB","2nd",5,"Cover-3","Zone",6,0.0334996220710507,1
8,2021102800,1673,"ARI","GB","3rd",5,"Cover-1","Man",5,0.0176190476190476,0
8,2021102800,2269,"ARI","GB","1st",10,"Cover-6","Zone",5,0.0116137566137566,0
8,2021102800,2319,"ARI","GB","1st",10,"Cover-3","Zone",4,0.00897959183673471,0
8,2021102800,2367,"ARI","GB","1st",10,"Cover-3","Zone",6,0.0156776556776557,0
8,2021102800,2389,"ARI","GB","2nd",10,"Cover-6","Zone",5,0.0149859943977591,0
8,2021102800,2413,"ARI","GB","3rd",4,"Cover-3","Zone",5,0.00752380952380952,0
8,2021102800,2435,"ARI","GB","4th/2pc",4,"Cover-1","Man",5,0.0138775510204082,0
8,2021102800,2506,"ARI","GB","1st",10,"Cover-3","Zone",6,0.0241666666666667,0
8,2021102800,2953,"ARI","GB","1st",10,"Cover-3","Zone",6,0.0154595791805094,0
8,2021102800,3007,"ARI","GB","2nd",8,"Cover-3","Zone",6,0.0356390977443609,0
8,2021102800,3052,"ARI","GB","1st",10,"Cover-3","Zone",6,0.0337912087912088,0
8,2021102800,3074,"ARI","GB","2nd",10,"Cover-2","Zone",6,0.0129100529100529,0
8,2021102800,3096,"ARI","GB","3rd",10,"Cover-3","Zone",4,0.00894660894660895,0
8,2021102800,3125,"ARI","GB","4th/2pc",1,"Cover-3","Zone",6,0.0214778325123153,0
8,2021102800,3202,"ARI","GB","1st",10,"Quarters","Zone",5,0.0141628264208909,0
8,2021102800,3751,"ARI","GB","2nd",10,"Cover-1","Man",6,0.0186122448979592,0
8,2021102800,3773,"ARI","GB","3rd",10,"Cover-2","Zone",5,0.0112190476190476,0
8,2021102800,3797,"ARI","GB","1st",10,"Cover-3","Zone",5,0.0140873015873016,0
8,2021102800,3862,"ARI","GB","2nd",1,"Cover-3","Zone",4,0.0112169312169312,0
8,2021102800,3917,"ARI","GB","2nd",18,"Cover-1","Man",6,0.0192705167173252,0
8,2021102800,4039,"ARI","GB","2nd",5,"Cover-0","Man",6,0.0248979591836735,0
1,2021091200,56,"ATL","PHI","1st",10,"Cover-2","Zone",7,0.0258395989974937,0
1,2021091200,122,"ATL","PHI","2nd",6,"Cover-2","Zone",6,0.0280238095238095,0
1,2021091200,146,"ATL","PHI","3rd",5,"Cover-3","Zone",6,0.0136617405582923,0
1,2021091200,176,"ATL","PHI","1st",10,"Cover-3","Zone",7,0.0364227642276423,0
1,2021091200,231,"ATL","PHI","3rd",7,"Cover-3","Zone",6,0.0175595238095238,0
1,2021091200,303,"ATL","PHI","2nd",7,"Cover-3","Zone",6,0.0207979407979408,0
1,2021091200,348,"ATL","PHI","2nd",3,"Red Zone","Other",7,0.0252934662236988,0
1,2021091200,370,"ATL","PHI","3rd",3,"Red Zone","Other",6,0.0141369047619048,0
1,2021091200,705,"ATL","PHI","1st",10,"Cover-6","Zone",7,0.0306162464985994,0
1,2021091200,750,"ATL","PHI","1st",10,"Cover-2","Zone",6,0.0226315789473684,0
1,2021091200,821,"ATL","PHI","2nd",9,"Quarters","Zone",6,0.0154285714285714,0
1,2021091200,843,"ATL","PHI","3rd",9,"Quarters","Zone",6,0.0124716553287982,1
1,2021091200,864,"ATL","PHI","4th/2pc",1,"Cover-3","Zone",8,0.0278306878306878,0
1,2021091200,966,"ATL","PHI","1st",2,"Red Zone","Other",8,0.0476683087027915,0
1,2021091200,1023,"ATL","PHI","1st",12,"Cover-3","Zone",6,0.014055829228243,0
1,2021091200,1085,"ATL","PHI","3rd",9,"Red Zone","Other",5,0.00749746707193515,0
1,2021091200,1326,"ATL","PHI","1st",20,"Cover-3","Zone",7,0.0196890184645287,0
1,2021091200,1459,"ATL","PHI","2nd",7,"Cover-2","Zone",7,0.0211309523809524,0
1,2021091200,1494,"ATL","PHI","3rd",21,"Cover-2","Zone",4,0.00655122655122655,0
1,2021091200,2675,"ATL","PHI","1st",10,"Cover-6","Zone",6,0.0198809523809524,0
1,2021091200,2720,"ATL","PHI","3rd",6,"Cover-6","Zone",6,0.0102469135802469,0
1,2021091200,2978,"ATL","PHI","1st",10,"Quarters","Zone",6,0.0152380952380952,0
1,2021091200,3045,"ATL","PHI","1st",20,"Cover-3","Zone",7,0.0197691197691198,0
1,2021091200,3110,"ATL","PHI","3rd",5,"Cover-6","Zone",6,0.0132212885154062,0
1,2021091200,3145,"ATL","PHI","3rd",15,"Cover-6","Zone",4,0.00844932844932845,0
1,2021091200,3383,"ATL","PHI","2nd",10,"Cover-3","Zone",5,0.0113256113256113,0
1,2021091200,3416,"ATL","PHI","1st",10,"Cover-6","Zone",5,0.00771121351766513,0
1,2021091200,3480,"ATL","PHI","2nd",11,"Quarters","Zone",6,0.014002574002574,0
1,2021091200,3502,"ATL","PHI","3rd",11,"Cover-3","Zone",6,0.0144566544566544,0
1,2021091200,3728,"ATL","PHI","1st",10,"Cover-2","Zone",6,0.0155820105820106,0
1,2021091200,3752,"ATL","PHI","2nd",4,"Cover-2","Zone",6,0.018922305764411,0
1,2021091200,3776,"ATL","PHI","1st",10,"Cover-3","Zone",6,0.0380287929125138,0
1,2021091200,3798,"ATL","PHI","2nd",10,"Cover-3","Zone",6,0.0159285714285714,0
1,2021091200,3820,"ATL","PHI","3rd",10,"Quarters","Zone",6,0.0146622369878184,0
1,2021091200,3988,"ATL","PHI","1st",10,"Cover-2","Zone",6,0.0222023809523809,0
1,2021091200,4017,"ATL","PHI","2nd",4,"Cover-6","Zone",6,0.00955102040816325,0
1,2021091200,4041,"ATL","PHI","1st",10,"Quarters","Zone",5,0.00959025470653379,0
1,2021091200,4112,"ATL","PHI","4th/2pc",10,"Cover-2","Zone",4,0.00713352007469654,0
1,2021091200,4240,"ATL","PHI","1st",10,"Quarters","Zone",6,0.0240079365079365,0
1,2021091200,4274,"ATL","PHI","1st",10,"Cover-6","Zone",5,0.00868027210884354,0
1,2021091200,4298,"ATL","PHI","2nd",5,"Quarters","Zone",4,0.00747412008281574,0
1,2021091200,4317,"ATL","PHI","3rd",13,"Quarters","Zone",4,0.0080952380952381,0
1,2021091200,4346,"ATL","PHI","4th/2pc",13,"Quarters","Zone",4,0.0088,0
1,2021091200,4367,"ATL","PHI","3rd",17,"Quarters","Zone",4,0.00401154401154401,0
2,2021091910,231,"ATL","TB","1st",10,"Cover-2","Zone",7,0.0291468253968254,0
2,2021091910,281,"ATL","TB","3rd",3,"Cover-3","Zone",6,0.0192517006802721,0
2,2021091910,537,"ATL","TB","1st",10,"Cover-3","Zone",7,0.0178446115288221,0
2,2021091910,582,"ATL","TB","3rd",2,"Quarters","Zone",6,0.0215958815958816,0
2,2021091910,606,"ATL","TB","1st",10,"Cover-2","Zone",7,0.0229478458049887,0
2,2021091910,628,"ATL","TB","2nd",10,"Cover-2","Zone",6,0.0143650793650794,0
2,2021091910,824,"ATL","TB","2nd",8,"Cover-6","Zone",6,0.0149931972789116,0
2,2021091910,848,"ATL","TB","3rd",4,"Quarters","Zone",6,0.0149068322981367,0
2,2021091910,1125,"ATL","TB","1st",10,"Cover-2","Zone",7,0.0245396825396825,0
2,2021091910,1173,"ATL","TB","1st",10,"Cover-3","Zone",7,0.0258181818181818,0
2,2021091910,1206,"ATL","TB","1st",10,"Cover-1","Man",5,0.0192933947772658,0
2,2021091910,1449,"ATL","TB","1st",10,"Cover-2","Zone",7,0.019514091350826,0
