"week","gameId","playId","pos_team","def_team","down","yardstogo","def_coverage","def_covtype","def_playersinbox","line_betw","pressure"
2,2021091910,824,"ATL","TB","2nd",8,"Cover-6","Zone",6,0.0149931972789116,0
2,2021091910,848,"ATL","TB","3rd",4,"Quarters","Zone",6,0.0149068322981367,0
2,2021091910,1125,"ATL","TB","1st",10,"Cover-2","Zone",7,0.0245396825396825,0
2,2021091910,1173,"ATL","TB","1st",10,"Cover-3","Zone",7,0.0258181818181818,0
3,2021092606,76,"ATL","NYG","2nd",6,"Cover-2","Zone",7,0.0374873353596758,0
3,2021092606,105,"ATL","NYG","3rd",3,"2-Man","Man",5,0.0262433862433862,0
3,2021092606,159,"ATL","NYG","2nd",9,"Cover-3","Zone",7,0.023080040526849,0
3,2021092606,551,"ATL","NYG","1st",10,"Cover-3","Zone",7,0.0246846846846847,0
3,2021092606,617,"ATL","NYG","3rd",3,"Cover-3","Zone",7,0.0151648351648352,0
3,2021092606,814,"ATL","NYG","1st",10,"Quarters","Zone",6,0.0205574912891986,0
3,2021092606,836,"ATL","NYG","2nd",10,"Cover-3","Zone",7,0.0182857142857143,0
3,2021092606,860,"ATL","NYG","3rd",7,"2-Man","Man",5,0.0185476190476191,0
3,2021092606,1339,"ATL","NYG","1st",10,"Cover-6","Zone",5,0.0132019704433497,0
3,2021092606,1405,"ATL","NYG","2nd",9,"Cover-3","Zone",6,0.0250113378684807,0
4,2021100300,76,"ATL","WAS","2nd",5,"Cover-3","Zone",6,0.0169129720853859,0
4,2021100300,142,"ATL","WAS","2nd",8,"Cover-3","Zone",8,0.0253869047619047,0
4,2021100300,208,"ATL","WAS","1st",10,"Cover-2","Zone",6,0.0196560846560847,0
4,2021100300,253,"ATL","WAS","2nd",7,"Cover-3","Zone",6,0.0179180509413067,0
4,2021100300,293,"ATL","WAS","2nd",17,"Cover-1","Man",5,0.0202116402116402,0
4,2021100300,317,"ATL","WAS","3rd",10,"Bracket","Other",6,0.0249350649350649,0
4,2021100300,367,"ATL","WAS","2nd",7,"Red Zone","Other",7,0.0149707602339181,0
4,2021100300,389,"ATL","WAS","3rd",7,"Red Zone","Other",6,0.0146218487394958,0
4,2021100300,667,"ATL","WAS","1st",10,"Cover-3","Zone",7,0.0169312169312169,0
4,2021100300,959,"ATL","WAS","1st",10,"Cover-1","Man",7,0.0471428571428572,0
5,2021101000,55,"ATL","NYJ","1st",10,"Cover-3","Zone",7,0.0404639804639805,0
5,2021101000,121,"ATL","NYJ","2nd",9,"Cover-3","Zone",7,0.0264182194616977,0
5,2021101000,143,"ATL","NYJ","3rd",9,"Cover-1","Man",7,0.018312925170068,0
5,2021101000,197,"ATL","NYJ","2nd",4,"Cover-1","Man",8,0.0532517006802721,0
5,2021101000,219,"ATL","NYJ","3rd",4,"Cover-6","Zone",7,0.0327170868347339,0
5,2021101000,319,"ATL","NYJ","2nd",10,"Cover-3","Zone",6,0.00942857142857141,0
5,2021101000,364,"ATL","NYJ","2nd",9,"Cover-3","Zone",7,0.0175579975579976,0
5,2021101000,625,"ATL","NYJ","3rd",1,"Cover-1","Man",7,0.0245341614906832,0
5,2021101000,670,"ATL","NYJ","2nd",10,"Cover-1","Man",6,0.0303439153439153,0
5,2021101000,715,"ATL","NYJ","2nd",7,"Cover-3","Zone",5,0.0282312925170068,0
7,2021102402,459,"ATL","MIA","2nd",9,"Cover-2","Zone",5,0.013968253968254,0
7,2021102402,483,"ATL","MIA","3rd",12,"Cover-1","Man",5,0.0129971988795518,0
7,2021102402,624,"ATL","MIA","1st",10,"Cover-2","Zone",6,0.0281481481481482,0
7,2021102402,648,"ATL","MIA","1st",10,"Cover-3","Zone",6,0.0271201814058957,0
7,2021102402,741,"ATL","MIA","1st",10,"Cover-2","Zone",6,0.0226551226551226,0
7,2021102402,786,"ATL","MIA","1st",10,"Cover-3","Zone",8,0.0328851540616247,0
7,2021102402,852,"ATL","MIA","3rd",19,"Cover-3","Zone",4,0.00510476190476191,0
7,2021102402,1145,"ATL","MIA","2nd",9,"Cover-3","Zone",7,0.01963133640553,0
7,2021102402,1167,"ATL","MIA","3rd",9,"Cover-1","Man",7,0.0260385005065856,0
7,2021102402,1191,"ATL","MIA","1st",10,"Cover-3","Zone",8,0.0311976911976912,0
8,2021103100,113,"ATL","CAR","2nd",8,"Cover-3","Zone",6,0.0233116883116883,0
8,2021103100,132,"ATL","CAR","3rd",12,"Cover-2","Zone",6,0.016010296010296,0
8,2021103100,587,"ATL","CAR","1st",10,"Cover-3","Zone",7,0.0288479262672811,0
8,2021103100,637,"ATL","CAR","3rd",2,"Cover-3","Zone",6,0.0168627450980392,0
8,2021103100,798,"ATL","CAR","1st",10,"Quarters","Zone",6,0.0174736842105263,0
8,2021103100,843,"ATL","CAR","2nd",9,"Cover-3","Zone",7,0.0324561403508772,0
8,2021103100,923,"ATL","CAR","2nd",12,"Cover-3","Zone",7,0.0233943833943834,0
8,2021103100,947,"ATL","CAR","3rd",5,"Cover-3","Zone",7,0.0202721088435374,0
8,2021103100,1032,"ATL","CAR","3rd",2,"Cover-3","Zone",7,0.0287912087912088,0
8,2021103100,1307,"ATL","CAR","1st",10,"Cover-3","Zone",8,0.026218487394958,0
1,2021091300,356,"BAL","LV","2nd",7,"Cover-3","Zone",8,0.033249791144528,0
1,2021091300,383,"BAL","LV","1st",10,"Cover-3","Zone",7,0.0157287157287157,0
1,2021091300,407,"BAL","LV","2nd",8,"Cover-3","Zone",4,0.00784126984126984,0
1,2021091300,428,"BAL","LV","3rd",6,"Cover-3","Zone",5,0.00888888888888889,0
1,2021091300,475,"BAL","LV","1st",15,"Cover-3","Zone",6,0.0165403304178814,0
1,2021091300,518,"BAL","LV","3rd",13,"Cover-3","Zone",5,0.00902419984387197,0
1,2021091300,692,"BAL","LV","2nd",10,"Cover-3","Zone",7,0.0284742468415938,0
1,2021091300,737,"BAL","LV","2nd",7,"Cover-3","Zone",7,0.0232432432432432,0
1,2021091300,759,"BAL","LV","3rd",7,"Quarters","Zone",5,0.0117559523809524,0
1,2021091300,1013,"BAL","LV","3rd",7,"Cover-3","Zone",4,0.0103508771929825,0
2,2021091913,77,"BAL","KC","2nd",8,"Cover-2","Zone",6,0.0319954648526077,0
2,2021091913,99,"BAL","KC","3rd",8,"Cover-3","Zone",6,0.0117823129251701,0
2,2021091913,579,"BAL","KC","1st",10,"Cover-1","Man",7,0.045030525030525,0
2,2021091913,734,"BAL","KC","1st",10,"Cover-0","Man",7,0.0282352941176471,0
2,2021091913,780,"BAL","KC","3rd",14,"Quarters","Zone",5,0.0198148148148148,0
2,2021091913,1022,"BAL","KC","2nd",10,"Cover-0","Man",6,0.0186734693877551,0
2,2021091913,1328,"BAL","KC","2nd",7,"Cover-3","Zone",7,0.0258250276854928,0
2,2021091913,1352,"BAL","KC","1st",10,"Cover-3","Zone",7,0.0327592029719689,0
2,2021091913,1399,"BAL","KC","1st",10,"Cover-1","Man",7,0.0354960317460317,0
2,2021091913,1453,"BAL","KC","2nd",15,"Cover-6","Zone",6,0.0301075268817204,0
3,2021092602,224,"BAL","DET","1st",10,"Cover-3","Zone",6,0.0395238095238095,0
3,2021092602,470,"BAL","DET","1st",10,"Cover-3","Zone",6,0.0257936507936508,0
3,2021092602,494,"BAL","DET","1st",10,"Quarters","Zone",7,0.0337679516250945,0
3,2021092602,777,"BAL","DET","1st",10,"Cover-6","Zone",6,0.0295238095238095,0
3,2021092602,799,"BAL","DET","2nd",10,"Cover-3","Zone",6,0.0207294832826748,0
3,2021092602,857,"BAL","DET","2nd",4,"Quarters","Zone",7,0.0216666666666667,0
3,2021092602,898,"BAL","DET","2nd",15,"Cover-3","Zone",5,0.00952380952380951,0
3,2021092602,941,"BAL","DET","3rd",9,"Cover-6","Zone",6,0.0184450923226433,0
3,2021092602,1152,"BAL","DET","1st",10,"Cover-3","Zone",8,0.0442261904761905,0
3,2021092602,1174,"BAL","DET","2nd",10,"Quarters","Zone",7,0.0209297052154195,0
4,2021100311,298,"BAL","DEN","2nd",8,"Quarters","Zone",6,0.0300571428571429,0
4,2021100311,320,"BAL","DEN","3rd",8,"Quarters","Zone",6,0.024072249589491,0
4,2021100311,466,"BAL","DEN","1st",10,"Quarters","Zone",7,0.0147117794486216,0
4,2021100311,773,"BAL","DEN","2nd",7,"Cover-1","Man",7,0.0323809523809524,0
4,2021100311,795,"BAL","DEN","3rd",7,"Cover-3","Zone",6,0.0133714285714286,0
4,2021100311,1039,"BAL","DEN","2nd",6,"Cover-3","Zone",5,0.016265664160401,0
4,2021100311,1084,"BAL","DEN","2nd",5,"Cover-1","Man",7,0.0377354497354497,0
4,2021100311,1150,"BAL","DEN","1st",10,"Quarters","Zone",6,0.0251506316812439,0
4,2021100311,1174,"BAL","DEN","1st",10,"Quarters","Zone",6,0.0210689990281827,0
4,2021100311,1356,"BAL","DEN","1st",10,"Cover-0","Man",7,0.0258630952380952,0
5,2021101100,62,"BAL","IND","1st",10,"Cover-3","Zone",6,0.0215958815958816,0
5,2021101100,86,"BAL","IND","2nd",5,"Quarters","Zone",4,0.0101327088212334,0
5,2021101100,114,"BAL","IND","3rd",5,"Cover-3","Zone",5,0.0129523809523809,0
5,2021101100,291,"BAL","IND","1st",10,"Cover-3","Zone",7,0.0277083333333333,0
5,2021101100,336,"BAL","IND","3rd",5,"Quarters","Zone",5,0.0143137254901961,0
5,2021101100,786,"BAL","IND","2nd",7,"Cover-3","Zone",7,0.0260651629072682,0
5,2021101100,1132,"BAL","IND","2nd",12,"Cover-6","Zone",6,0.0159451659451659,0
5,2021101100,1153,"BAL","IND","1st",10,"Cover-3","Zone",7,0.0158145363408521,0
5,2021101100,1394,"BAL","IND","1st",10,"Cover-3","Zone",7,0.0339253539253539,0
5,2021101100,1465,"BAL","IND","1st",10,"Cover-2","Zone",6,0.0312108843537415,0
6,2021101701,336,"BAL","LAC","1st",10,"Cover-3","Zone",7,0.0307637017070979,0
6,2021101701,379,"BAL","LAC","3rd",4,"Cover-3","Zone",5,0.0102678571428571,0
6,2021101701,403,"BAL","LAC","1st",10,"Cover-3","Zone",6,0.0386080586080586,0
6,2021101701,459,"BAL","LAC","1st",10,"Cover-3","Zone",6,0.0239130434782609,0
6,2021101701,515,"BAL","LAC","1st",10,"Quarters","Zone",6,0.0215560026827632,0
6,2021101701,713,"BAL","LAC","1st",10,"Cover-3","Zone",6,0.0311957671957672,0
6,2021101701,807,"BAL","LAC","2nd",7,"Quarters","Zone",6,0.025978835978836,0
6,2021101701,888,"BAL","LAC","1st",20,"Quarters","Zone",6,0.0180716430716431,0
6,2021101701,914,"BAL","LAC","1st",10,"Quarters","Zone",5,0.01421926910299,0
6,2021101701,1104,"BAL","LAC","2nd",7,"Cover-3","Zone",5,0.00707482993197279,0
7,2021102400,299,"BAL","CIN","2nd",8,"Quarters","Zone",7,0.0279166666666667,0
7,2021102400,321,"BAL","CIN","3rd",8,"Cover-1","Man",5,0.0164539007092198,0
7,2021102400,342,"BAL","CIN","1st",10,"Cover-6","Zone",7,0.0234497354497354,0
7,2021102400,385,"BAL","CIN","3rd",15,"Cover-3","Zone",5,0.013422619047619,0
7,2021102400,641,"BAL","CIN","2nd",6,"Quarters","Zone",7,0.0377700348432056,0
7,2021102400,663,"BAL","CIN","3rd",6,"Cover-1","Man",5,0.0189463019250253,0
7,2021102400,802,"BAL","CIN","1st",10,"Cover-1","Man",7,0.0252035886818495,0
7,2021102400,851,"BAL","CIN","2nd",12,"Cover-2","Zone",7,0.0186666666666667,0
7,2021102400,875,"BAL","CIN","3rd",6,"Quarters","Zone",6,0.0112292358803987,0
7,2021102400,924,"BAL","CIN","1st",10,"Quarters","Zone",6,0.0220952380952381,0
1,2021091201,63,"BUF","PIT","1st",10,"Quarters","Zone",6,0.0122619047619048,0
1,2021091201,111,"BUF","PIT","3rd",5,"Cover-1","Man",4,0.0129789590254707,0
1,2021091201,345,"BUF","PIT","1st",10,"Cover-1","Man",4,0.0134612651030561,0
1,2021091201,406,"BUF","PIT","2nd",14,"Cover-2","Zone",6,0.0276942355889724,0
1,2021091201,430,"BUF","PIT","3rd",9,"Cover-3","Zone",5,0.0112761904761905,0
1,2021091201,454,"BUF","PIT","1st",10,"Cover-2","Zone",5,0.0169230769230769,0
1,2021091201,476,"BUF","PIT","2nd",10,"Cover-1","Man",5,0.0187153931339978,0
1,2021091201,500,"BUF","PIT","1st",10,"Cover-3","Zone",4,0.0145952380952381,0
1,2021091201,561,"BUF","PIT","2nd",14,"Cover-6","Zone",6,0.0186220871327254,0
1,2021091201,589,"BUF","PIT","3rd",14,"Cover-2","Zone",6,0.0161904761904762,0
2,2021091905,139,"BUF","MIA","1st",10,"Cover-1","Man",6,0.0225770308123249,0
2,2021091905,378,"BUF","MIA","1st",10,"Cover-3","Zone",6,0.0177011494252874,0
2,2021091905,427,"BUF","MIA","3rd",5,"Cover-1","Man",7,0.015327380952381,0
2,2021091905,448,"BUF","MIA","1st",10,"Cover-1","Man",8,0.0337541528239203,0
2,2021091905,472,"BUF","MIA","1st",6,"Cover-0","Man",8,0.0311168831168831,0
2,2021091905,515,"BUF","MIA","3rd",5,"Cover-0","Man",8,0.0326851851851852,0
2,2021091905,709,"BUF","MIA","2nd",9,"Cover-1","Man",6,0.0225850340136054,0
2,2021091905,923,"BUF","MIA","2nd",11,"Cover-1","Man",6,0.0376106934001671,0
2,2021091905,945,"BUF","MIA","3rd",11,"Cover-1","Man",5,0.0201437556154537,0
2,2021091905,1452,"BUF","MIA","3rd",7,"Cover-1","Man",5,0.019327731092437,0
3,2021092600,80,"BUF","WAS","2nd",10,"Cover-3","Zone",6,0.0227035330261137,0
3,2021092600,125,"BUF","WAS","3rd",15,"Quarters","Zone",6,0.0161375661375661,0
3,2021092600,149,"BUF","WAS","1st",10,"Cover-3","Zone",6,0.024344193817878,0
3,2021092600,170,"BUF","WAS","2nd",6,"Cover-3","Zone",6,0.0177572964669739,0
3,2021092600,194,"BUF","WAS","1st",10,"Cover-6","Zone",6,0.0127067669172932,0
3,2021092600,223,"BUF","WAS","1st",10,"Cover-3","Zone",6,0.0287460317460317,0
3,2021092600,258,"BUF","WAS","2nd",9,"Cover-2","Zone",6,0.0208080808080808,0
3,2021092600,489,"BUF","WAS","1st",10,"Cover-3","Zone",7,0.0306493506493506,0
3,2021092600,555,"BUF","WAS","1st",10,"Quarters","Zone",6,0.0138217338217338,1
3,2021092600,610,"BUF","WAS","3rd",3,"Cover-6","Zone",6,0.0126024363233665,0
4,2021100301,198,"BUF","HOU","1st",10,"Cover-3","Zone",7,0.0247962247962248,0
4,2021100301,518,"BUF","HOU","2nd",6,"Cover-2","Zone",6,0.013984962406015,0
4,2021100301,698,"BUF","HOU","3rd",2,"Cover-3","Zone",6,0.0208058608058608,0
4,2021100301,909,"BUF","HOU","1st",10,"Cover-1","Man",8,0.0324542124542125,1
4,2021100301,938,"BUF","HOU","1st",10,"Cover-6","Zone",5,0.0176106934001671,0
4,2021100301,957,"BUF","HOU","2nd",15,"Cover-1","Man",7,0.0149482401656315,0
4,2021100301,981,"BUF","HOU","3rd",6,"Cover-1","Man",6,0.0213690476190476,0
4,2021100301,1171,"BUF","HOU","1st",10,"Cover-3","Zone",7,0.0238935574229692,0
4,2021100301,1214,"BUF","HOU","1st",10,"Cover-3","Zone",6,0.0231257631257631,0
4,2021100301,1456,"BUF","HOU","1st",10,"Cover-1","Man",6,0.0180952380952381,0
5,2021101013,666,"BUF","KC","1st",10,"Cover-3","Zone",7,0.031225937183384,0
5,2021101013,711,"BUF","KC","2nd",8,"Cover-1","Man",6,0.018546365914787,0
5,2021101013,732,"BUF","KC","1st",9,"Cover-1","Man",6,0.0312226512226512,0
5,2021101013,933,"BUF","KC","3rd",11,"Cover-3","Zone",5,0.0264468864468864,0
5,2021101013,1445,"BUF","KC","1st",10,"Cover-2","Zone",7,0.0233560090702948,0
5,2021101013,1488,"BUF","KC","3rd",2,"Cover-1","Man",6,0.0285714285714286,0
5,2021101013,1512,"BUF","KC","1st",10,"Cover-3","Zone",7,0.0326241134751773,0
5,2021101013,1536,"BUF","KC","1st",10,"Cover-6","Zone",6,0.0174542124542125,0
5,2021101013,1695,"BUF","KC","1st",10,"Cover-1","Man",7,0.0288336783988958,0
5,2021101013,1738,"BUF","KC","3rd",8,"Cover-2","Zone",5,0.0164332399626517,0
6,2021101800,275,"BUF","TEN","1st",10,"Cover-2","Zone",4,0.00587755102040817,0
6,2021101800,304,"BUF","TEN","1st",10,"Cover-3","Zone",6,0.0200539083557951,0
6,2021101800,351,"BUF","TEN","1st",10,"Cover-3","Zone",6,0.0178743961352657,0
6,2021101800,462,"BUF","TEN","1st",10,"Red Zone","Other",7,0.0347368421052632,0
6,2021101800,511,"BUF","TEN","3rd",3,"Cover-1","Man",6,0.0167413632119514,0
6,2021101800,691,"BUF","TEN","1st",10,"Cover-3","Zone",6,0.0106912442396314,0
6,2021101800,742,"BUF","TEN","3rd",10,"Cover-2","Zone",5,0.0120634920634921,0
6,2021101800,923,"BUF","TEN","1st",10,"Cover-2","Zone",4,0.0246258503401361,0
6,2021101800,987,"BUF","TEN","2nd",3,"Cover-3","Zone",6,0.0148394241417497,0
6,2021101800,1011,"BUF","TEN","1st",10,"Quarters","Zone",6,0.0176455026455026,0
8,2021103101,62,"BUF","MIA","1st",10,"Cover-2","Zone",7,0.0234715821812596,0
8,2021103101,112,"BUF","MIA","3rd",5,"Cover-0","Man",6,0.0140429505135387,0
8,2021103101,514,"BUF","MIA","3rd",10,"Cover-1","Man",5,0.0192261904761905,0
8,2021103101,535,"BUF","MIA","1st",10,"Cover-3","Zone",7,0.0197124887690925,0
8,2021103101,962,"BUF","MIA","1st",10,"Cover-3","Zone",6,0.0203940886699508,0
8,2021103101,1251,"BUF","MIA","1st",10,"Cover-3","Zone",6,0.0145736434108527,0
8,2021103101,1299,"BUF","MIA","2nd",7,"Cover-3","Zone",7,0.0396825396825397,0
8,2021103101,1321,"BUF","MIA","3rd",7,"Cover-1","Man",7,0.0239153439153439,0
8,2021103101,1695,"BUF","MIA","2nd",3,"Cover-3","Zone",6,0.0136098310291859,0
8,2021103101,1724,"BUF","MIA","1st",10,"Cover-1","Man",6,0.0250246305418719,0
1,2021091202,394,"CAR","NYJ","3rd",5,"Cover-1","Man",6,0.0231372549019608,0
1,2021091202,602,"CAR","NYJ","1st",10,"Cover-1","Man",7,0.0293650793650794,0
1,2021091202,664,"CAR","NYJ","2nd",15,"Quarters","Zone",7,0.0270995670995671,0
1,2021091202,688,"CAR","NYJ","3rd",7,"Cover-1","Man",5,0.023448275862069,0
