"week","gameId","playId","frameId","event","player","player_pos","color","officialPosition","x","y","oe","prob","desc_play"
1,2021091207,3828,1,"None",48032,"defense","pink","DE",80.15,21.49,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,1,"None",49410,"defense","pink","FS",90.26,18.14,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,1,"None",52416,"defense","pink","ILB",83.06,19.89,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,1,"None",53565,"defense","pink","CB",80.31,36.46,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,1,"None",53639,"defense","pink","OLB",79.8,29.2,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,1,"None",37079,"offense","lightblue","WR",77.79,36.71,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,1,"None",43334,"offense","lightblue","RB",73.99,25.87,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,1,"None",43556,"offense","lightblue","WR",78.29,17.09,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,1,"None",45355,"offense","lightblue","TE",77.34,19.17,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,1,"None",53074,"offense","lightblue","WR",77.31,14.62,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",38538,"qb","yellow","QB",74.3,23.88,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",35472,"line","green","G",77.65,25.4,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",38629,"line","green","C",78.69,23.83,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",40124,"line","green","G",77.38,21,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",41237,"line","green","T",77.43,26.92,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",47865,"line","green","G",77.77,22.55,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",40008,"defense","pink","CB",86.83,12.9,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",42427,"defense","pink","ILB",82.97,25.1,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",44848,"defense","pink","SS",95.22,31.21,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",46250,"defense","pink","OLB",79.6,18.39,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",47816,"defense","pink","CB",80.1,17.02,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",47848,"defense","pink","DE",80.28,26.51,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",48032,"defense","pink","DE",80.14,21.5,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",49410,"defense","pink","FS",90.27,18.15,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",52416,"defense","pink","ILB",83.07,19.89,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",53565,"defense","pink","CB",80.28,36.43,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",53639,"defense","pink","OLB",79.76,29.16,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",37079,"offense","lightblue","WR",77.79,36.7,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",43334,"offense","lightblue","RB",73.97,25.87,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",43556,"offense","lightblue","WR",78.29,17.08,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",45355,"offense","lightblue","TE",77.34,19.16,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,2,"None",53074,"offense","lightblue","WR",77.32,14.64,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",38538,"qb","yellow","QB",74.29,23.88,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",35472,"line","green","G",77.64,25.39,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",38629,"line","green","C",78.68,23.85,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",40124,"line","green","G",77.37,21,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",41237,"line","green","T",77.42,26.92,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",47865,"line","green","G",77.76,22.54,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",40008,"defense","pink","CB",86.83,12.88,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",42427,"defense","pink","ILB",82.95,25.1,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",44848,"defense","pink","SS",95.33,31.29,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",46250,"defense","pink","OLB",79.6,18.38,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",47816,"defense","pink","CB",80.08,17.01,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",47848,"defense","pink","DE",80.28,26.5,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",48032,"defense","pink","DE",80.12,21.51,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",49410,"defense","pink","FS",90.28,18.16,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",52416,"defense","pink","ILB",83.09,19.89,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",53565,"defense","pink","CB",80.26,36.44,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",53639,"defense","pink","OLB",79.75,29.14,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",37079,"offense","lightblue","WR",77.78,36.69,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",43334,"offense","lightblue","RB",73.97,25.89,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",43556,"offense","lightblue","WR",78.3,17.07,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",45355,"offense","lightblue","TE",77.35,19.17,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,3,"None",53074,"offense","lightblue","WR",77.33,14.67,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",38538,"qb","yellow","QB",74.27,23.88,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",35472,"line","green","G",77.63,25.38,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",38629,"line","green","C",78.65,23.85,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",40124,"line","green","G",77.36,20.99,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",41237,"line","green","T",77.39,26.94,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",47865,"line","green","G",77.75,22.55,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",40008,"defense","pink","CB",86.83,12.85,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",42427,"defense","pink","ILB",82.91,25.1,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",44848,"defense","pink","SS",95.45,31.37,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",46250,"defense","pink","OLB",79.59,18.37,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",47816,"defense","pink","CB",80.08,17.01,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",47848,"defense","pink","DE",80.28,26.49,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",48032,"defense","pink","DE",80.09,21.5,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",49410,"defense","pink","FS",90.29,18.15,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",52416,"defense","pink","ILB",83.11,19.89,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",53565,"defense","pink","CB",80.23,36.44,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",53639,"defense","pink","OLB",79.74,29.11,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",37079,"offense","lightblue","WR",77.77,36.68,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",43334,"offense","lightblue","RB",73.97,25.89,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",43556,"offense","lightblue","WR",78.31,17.06,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",45355,"offense","lightblue","TE",77.37,19.16,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,4,"None",53074,"offense","lightblue","WR",77.36,14.69,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",38538,"qb","yellow","QB",74.26,23.88,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",35472,"line","green","G",77.61,25.39,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",38629,"line","green","C",78.59,23.83,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",40124,"line","green","G",77.32,20.98,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",41237,"line","green","T",77.35,26.96,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",47865,"line","green","G",77.72,22.53,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",40008,"defense","pink","CB",86.83,12.82,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",42427,"defense","pink","ILB",82.86,25.1,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",44848,"defense","pink","SS",95.57,31.45,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",46250,"defense","pink","OLB",79.57,18.35,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",47816,"defense","pink","CB",80.07,17,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",47848,"defense","pink","DE",80.24,26.48,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",48032,"defense","pink","DE",80.05,21.5,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",49410,"defense","pink","FS",90.29,18.15,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",52416,"defense","pink","ILB",83.12,19.87,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",53565,"defense","pink","CB",80.2,36.43,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",53639,"defense","pink","OLB",79.73,29.09,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",37079,"offense","lightblue","WR",77.77,36.68,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",43334,"offense","lightblue","RB",73.98,25.9,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",43556,"offense","lightblue","WR",78.33,17.05,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",45355,"offense","lightblue","TE",77.39,19.15,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,5,"None",53074,"offense","lightblue","WR",77.4,14.7,1.47869306858865,0.99734680894454,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",38538,"qb","yellow","QB",74.23,23.88,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",35472,"line","green","G",77.58,25.4,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",38629,"line","green","C",78.55,23.82,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",40124,"line","green","G",77.28,20.97,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",41237,"line","green","T",77.29,26.98,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",47865,"line","green","G",77.69,22.5,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",40008,"defense","pink","CB",86.84,12.78,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",42427,"defense","pink","ILB",82.79,25.1,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",44848,"defense","pink","SS",95.7,31.53,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",46250,"defense","pink","OLB",79.55,18.32,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",47816,"defense","pink","CB",80.08,16.98,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",47848,"defense","pink","DE",80.19,26.46,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",48032,"defense","pink","DE",80,21.51,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",49410,"defense","pink","FS",90.3,18.15,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",52416,"defense","pink","ILB",83.13,19.86,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",53565,"defense","pink","CB",80.18,36.41,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",53639,"defense","pink","OLB",79.72,29.08,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",37079,"offense","lightblue","WR",77.77,36.7,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",43334,"offense","lightblue","RB",73.99,25.91,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",43556,"offense","lightblue","WR",78.36,17.05,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
1,2021091207,3828,6,"ball_snap",45355,"offense","lightblue","TE",77.43,19.14,1.49619300398235,0.998072494209437,"(9:22) (No Huddle, Shotgun) R.Tannehill sacked at ARI 41 for -10 yards (M.Dogbe)."
